	new word	new_genre	old word	old_genre
2768	кабины	A12	аварийного	A8
2769	фонду	A12	фонда	A8
2770	О	A12	Об	A8
2771	заверил	A12	заявил	A8
2772	мая	A12	апреля	A8
2773	недвижимость	A12	жилье	A8
2774	политический	A12	общественный	A8
2775	контролю	A12	контроль	A8
2776	докладывает	A12	передает	A8
2777	НОВОСТИ	A12	ИА	A8
2778	регион	A12	региона	A8
2779	ведь	A12	это	A8
2780	необходимость	A12	проблема	A8
2781	живых	A12	оставшихся	A8
2782	И	A12	На	A8
2783	теперь	A12	сегодня	A8
2784	предпочли	A12	вынуждены	A8
2785	продолжить	A12	приостановить	A8
2786	рефинансирования	A12	финансирование	A8
2787	выполнены	A12	завершены	A8
2788	программа	A12	программы	A8
2789	большинства	A12	У	A8
2790	передний	A12	впереди	A8
2791	дня	A12	месяца	A8
2792	полагает	A12	полагают	A8
2793	сообщал	A12	сообщил	A8
2794	сложившуюся	A12	ситуацию	A8
2795	раньше	A12	прошлом	A8
2796	январе	A12	году	A8
2797	Предлагаем	A12	Напомним	A8
2798	Капитал	A12	Фонд	A8
2799	содействовать	A12	содействия	A8
2800	реформе	A12	реформированию	A8
2801	сельскохозяйственная	A12	хозяйства	A8
2802	мною	A1	вчера	A8
2803	быть	A1	могут	A8
2804	создавать	A1	использовать	A8
2805	физического	A1	биологического	A8
2806	Действительно	A1	Как	A8
2807	объявил	A1	заявил	A8
2808	администрации	A1	глава	A8
2809	нии	A1	лаборатории	A8
2810	ней	A1	которой	A8
2811	следовательно	A1	потенциально	A8
2812	самый	A1	опасный	A8
2813	мегапикселей	A1	камеры	A8
2814	деревянный	A1	замок	A8
2815	рационализации	A1	плановой	A8
2816	день	A1	понедельник	A8
2817	узнают	A1	сообщают	A8
2818	ИНФОРМАЦИОННОЕ	A1	РИА	A8
2819	Блоги	A1	Новости	A8
2820	объявлено	A1	сообщило	A8
2821	крайне	A4	особенно	A1
2822	журнале	A1	опубликован	A8
2823	отчете	A1	отчет	A8
2824	Комитета	A1	Председатель	A8
2825	Миронов	A1	Алексей	A8
2826	заверил	A1	заявил	A8
2827	путина	A1	президента	A8
2828	эмпирического	A16	анализа	A14
2829	публикациях	A16	исследованиях	A14
2830	сначала	A16	А	A14
2831	подпункта	A16	П	A14
2832	профессиональной	A16	высшей	A14
2833	цнс	A16	нервной	A14
2834	реформирования	A16	внедрения	A14
2835	процессов	A16	методов	A14
2836	иногда	A16	традиционно	A14
2837	николаевича	A16	Н	A14
2838	его	A16	который	A14
2839	обл	A16	г	A14
2840	рассматривать	A16	рассматривая	A14
2841	процессе	A16	процесс	A14
2842	процессов	A16	методов	A14
2843	наращивание	A16	внедрение	A14
2844	математического	A16	математики	A14
2845	развитие	A16	внедрение	A14
2846	Дополнительно	A7	Специально	A12
2847	работников	A7	инженеров	A12
2848	скорость	A7	максимальную	A12
2849	техническая	A7	техническим	A12
2850	показателям	A7	параметрам	A12
2851	требуется	A7	подходит	A12
2852	количествах	A7	небольших	A12
2853	имущественных	A7	частных	A12
2854	зданий	A7	строений	A12
2855	Скажите	A7	Считаете	A12
2856	полимерные	A7	пластик	A12
2857	смыслом	A7	материалом	A12
2858	вышеуказанные	A7	очевидные	A12
2859	огнестойкость	A7	прочность	A12
2860	Напомним	A7	Отметим	A12
2861	восприимчивость	A7	стойкость	A12
2862	теоретической	A7	физической	A12
2863	уменьшении	A7	нагрузке	A12
2864	существуют	A7	имеются	A12
2865	несовершенства	A7	качества	A12
2866	обычная	A7	качественная	A12
2867	этажа	A7	фасада	A12
2868	прошедшее	A7	прошедшие	A12
2869	Никакие	A7	Любые	A12
2870	предприятии	A7	заводе	A12
2871	Мною	A4	Вчера	A11
2872	Финляндии	A16	России	A1
2873	Возрождения	A16	Возрождение	A1
2874	Финляндии	A16	России	A1
2875	Вовсе	A16	Не	A1
2876	Татарстана	A16	России	A1
2877	Болгарию	A16	Россию	A1
2878	первый	A16	очередной	A1
2879	объем	A16	поток	A1
2880	Востока	A16	Запада	A1
2881	старости	A16	жизни	A1
2882	Востока	A16	Запада	A1
2883	находились	A16	оказались	A1
2884	финансовую	A16	политику	A1
2885	фестиваль	A16	фестиваля	A9
2886	проходили	A16	пройдут	A9
2887	Закрепление	A16	Положение	A9
2888	продавец	A17	хозяин	A12
2889	забрал	A17	купил	A12
2890	снято	A17	снял	A12
2891	предприятия	A17	фирмы	A12
2892	отправлены	A1	отправили	A8
2893	демобилизации	A1	родину	A8
2894	июне	A1	сентябре	A8
2895	сообщено	A1	сообщили	A8
2896	депозитов	A1	банке	A8
2897	сообщению	A1	сообщается	A8
2898	уехать	A1	родину	A8
2899	долл	A1	млрд	A8
2900	Отличительной	A1	Помимо	A8
2901	кредитных	A1	банка	A8
2902	Президент	A1	Глава	A4
2903	воскликнул	A1	воскликнула	A4
2904	Эмма	A1	Алиса	A4
2905	послышался	A1	мгновение	A4
2906	слушала	A1	смотрела	A4
2907	грудь	A1	ноги	A4
2908	живот	A1	голову	A4
2909	Конечно	A1	Надеюсь	A4
2910	нашего	A1	моего	A4
2911	десятилетие	A1	год	A4
2912	Сентябрь	A12	Июнь	A8
2913	праздником	A12	пятницу	A8
2914	эксплуатационные	A12	транспортные	A8
2915	беженцам	A12	властям	A8
2916	использующие	A12	использовать	A8
2917	узнает	A12	сообщает	A8
2918	длина	A12	длины	A8
2919	планировать	A12	развивать	A8
2920	И	A12	На	A8
2921	Городские	A12	Местные	A8
2922	южнее	A12	вблизи	A8
2923	отправляет	A12	передает	A8
2924	обсуждений	A9	участников	A1
2925	адекватное	A9	полезное	A1
2926	реализация	A9	программа	A1
2927	Правительства	A9	Президента	A1
2928	Федерации	A9	России	A1
2929	же	A9	В	A1
2930	указанном	A9	В	A1
2931	подпункте	A9	П	A1
2932	Польшу	A9	Италию	A1
2933	называется	A9	является	A1
2934	достаточно	A9	весьма	A1
2935	половина	A9	часть	A1
2936	Бизнеса	A9	Бизнес	A1
2937	семинар	A9	форум	A1
2938	программе	A9	программу	A1
2939	подчеркивал	A9	подчеркивая	A1
2940	определенный	A9	характер	A1
2941	прекрасного	A9	нашего	A1
2942	соглашения	A9	сотрудничества	A1
2943	здесь	A9	котором	A1
2944	играют	A9	участвуют	A1
2945	имущественные	A9	государственные	A1
2946	законодательство	A9	гражданское	A1
2947	государство	A9	общество	A1
2948	РБК	A9	СМИ	A1
2949	Думаем	A9	Ценим	A1
2950	огромный	A9	вклад	A1
2951	его	A9	который	A1
2952	общество	A9	российское	A1
2953	юридическое	A9	гражданское	A1
2954	общественной	A9	общество	A1
2955	внести	A9	вносит	A1
2956	осуществление	A9	реализацию	A1
2957	политической	A9	внешнеполитического	A1
2958	преподавания	A9	курса	A1
2959	настоящей	A9	нашей	A1
2960	столицы	A9	страны	A1
2961	пополнение	A9	формирование	A1
2962	замечаем	A9	встречаемся	A1
2963	представительств	A9	представителями	A1
2964	ООО	A9	НПО	A1
2965	эти	A9	которые	A1
2966	приобретают	A9	проявляют	A1
2967	запросам	A9	вопросам	A1
2968	международный	A9	международном	A1
2969	многообразия	A9	пространстве	A1
2970	аукционов	A9	площадках	A1
2971	международным	A9	международных	A1
2972	организацией	A9	организаций	A1
2973	Финансов	A9	Министр	A1
2974	дел	A9	иностранных	A1
2975	Федерации	A9	России	A1
2976	согласованных	A9	соответствующих	A1
2977	месяцев	A9	течение	A1
2978	мае	A9	года	A1
2979	организационной	A9	регулярной	A1
2980	базе	A9	основе	A1
2981	проводя	A9	проводит	A1
2982	прочие	A9	такие	A1
2983	поездки	A9	встречи	A1
2984	Так	A9	Поэтому	A1
2985	тебе	A9	нам	A1
2986	кстати	A9	просто	A1
2987	задать	A9	задают	A1
2988	задавал	A9	вопросы	A1
2989	другое	A9	новое	A1
2990	сканирование	A9	измерение	A1
2991	названной	A9	старой	A1
2992	проблема	A9	проблемы	A1
2993	называемую	A9	которую	A1
2994	просмотреть	A9	взглянуть	A1
2995	сохраняя	A4	сохранить	A1
2996	грн	A12	млрд	A8
2997	функционирование	A12	развитие	A8
2998	Героиня	A12	Главная	A8
2999	необходимость	A12	проблема	A8
3000	актуальна	A12	проблема	A8
3001	заверил	A12	заявил	A8
3002	предводитель	A12	губернатор	A8
3003	численность	A12	данным	A8
3004	генерала	A12	губернатора	A8
3005	дальнейшее	A12	развитие	A8
3006	руб	A12	млрд	A8
3007	объявлено	A12	сообщило	A8
3008	иным	A12	этим	A8
3009	делом	A12	вопросом	A8
3010	занимающихся	A12	занимаются	A8
3011	разработку	A7	разработке	A12
3012	текущей	A7	данной	A12
3013	поезда	A7	линии	A12
3014	оставили	A7	поставили	A12
3015	собою	A7	собой	A12
3016	некий	A7	который	A12
3017	удалось	A7	позволил	A12
3018	объяснения	A7	представления	A12
3019	требовали	A7	потребовалось	A12
3020	повысить	A7	обеспечить	A12
3021	распределению	A7	распределение	A12
3022	воды	A7	воздуха	A12
3023	вокруг	A7	внутри	A12
3024	скорость	A7	максимальную	A12
3025	мобильность	A7	эффективность	A12
3026	ограниченность	A7	компактность	A12
3027	Общее	A7	Наибольшее	A12
3028	обратил	A7	внимание	A12
3029	имелось	A7	сосредоточено	A12
3030	восстановлении	A7	создании	A12
3031	устройства	A7	системы	A12
3032	резервирования	A7	распределения	A12
3033	осуществляемой	A7	обеспечивающей	A12
3034	был	A7	который	A12
3035	вернулся	A7	направлен	A12
3036	либо	A7	непосредственно	A12
3037	расположенных	A7	находящихся	A12
3038	комнате	A7	помещении	A12
3039	слуг	A7	людей	A12
3040	же	A7	В	A12
3041	пострадали	A7	результате	A12
3042	успешному	A7	благодаря	A12
3043	хранению	A7	использованию	A12
3044	балконов	A7	решетки	A12
3045	автоматизации	A7	технология	A12
3046	устроили	A7	создали	A12
3047	системах	A7	систему	A12
3048	соотношения	A7	распределения	A12
3049	температуры	A7	воздуха	A12
3050	процессов	A7	систем	A12
3051	определения	A7	распределения	A12
3052	традиций	A7	традиционных	A12
3053	Холодная	A7	Холодный	A12
3054	ветер	A7	воздух	A12
3055	отправили	A7	направлен	A12
3056	либо	A7	непосредственно	A12
3057	находясь	A7	находящихся	A12
3058	комнате	A7	помещении	A12
3059	подростков	A7	людей	A12
3060	подача	A7	подается	A12
3061	вправо	A7	вверх	A12
3062	сост	A7	м	A12
3063	глубина	A7	высота	A12
3064	гидрометеоиздат	A7	м	A12
3065	иллюзию	A7	создавая	A12
3066	третьим	A7	самым	A12
3067	температурные	A7	температуру	A12
3068	антропогенной	A7	окружающей	A12
3069	экосистем	A7	среды	A12
3070	Рекомендуем	A9	Рекомендация	A16
3071	праздник	A1	вторник	A8
3072	называет	A1	пишет	A8
3073	ежедневной	A1	газета	A8
3074	САЙТАХ	A1	СМИ	A8
3075	дел	A1	министр	A8
3076	Вячеслав	A1	Анатолий	A8
3077	доказана	A1	доказал	A8
3078	минимальная	A12	составляет	A8
3079	тыс	A12	тонн	A8
3080	апреле	A12	апреля	A8
3081	году	A12	года	A8
3082	пакистанской	A12	провинции	A8
3083	состоялись	A12	состоялась	A8
3084	состоявшейся	A12	церемония	A8
3085	задействованы	A12	присутствовали	A8
3086	министр	A12	президент	A8
3087	правительстве	A12	министр	A8
3088	Мухаджиров	A12	Али	A8
3089	объявил	A12	заявил	A8
3090	совокупный	A12	объем	A8
3091	продукции	A12	производства	A8
3092	долл	A12	миллиона	A8
3093	грузов	A12	тонн	A8
3094	производителем	A12	производства	A8
3095	мнению	A12	словам	A8
3096	сможет	A12	намерен	A8
3097	забрать	A12	отправить	A8
3098	примерно	A12	около	A8
3099	тыс	A12	миллионов	A8
3100	грузов	A12	тонн	A8
3101	достигает	A12	превышает	A8
3102	активными	A12	показатель	A8
3103	тысячу	A12	миллиона	A8
3104	груза	A12	тонн	A8
3105	месяцев	A12	лет	A8
3106	возрастает	A12	уровень	A8
3107	продукции	A12	экспорта	A8
3108	достигать	A12	достичь	A8
3109	долл	A12	миллиона	A8
3110	грузов	A12	тонн	A8
3111	Ибн	A12	Али	A8
3112	охарактеризовал	A12	отметил	A8
3113	когда	A12	время	A8
3114	ожидается	A12	начнется	A8
3115	миростроительство	A12	строительство	A8
3116	трех	A12	нескольких	A8
3117	мастерских	A12	заводов	A8
3118	многочисленных	A12	ряде	A8
3119	рубежом	A12	зарубежных	A8
3120	содружества	A12	стран	A8
3121	множестве	A12	числе	A8
3122	Латвии	A12	Беларуси	A8
3123	матча	A11	игроков	A17
3124	игру	A11	игра	A17
3125	песню	A11	фильму	A17
3126	Мморпг	A11	Игра	A17
3127	игрок	A11	игра	A17
3128	фильма	A11	сюжет	A17
3129	игроками	A11	игра	A17
3130	предоставляемый	A11	бесплатный	A17
3131	поинтересовалась	A11	понравилась	A17
3132	столь	A11	слишком	A17
3133	Печаль	A11	Любовь	A17
3134	альбома	A11	хит	A17
3135	твое	A11	святое	A17
3136	Возрастает	A16	Уровень	A8
3137	родился	A16	вырос	A8
3138	Ежедневной	A16	Газета	A8
3139	Уведомлении	A16	Об	A8
3140	доложил	A16	сообщил	A8
3141	Виталий	A16	Анатолий	A8
3142	изучению	A16	изучения	A14
3143	Становление	A16	Изучение	A14
3144	изыскания	A16	исследования	A14
3145	Влиянию	A7	Благодаря	A12
3146	общественному	A7	нашему	A12
3147	совершенствованию	A7	опыту	A12
3148	отраслей	A7	сфере	A12
3149	строительстве	A7	строительства	A12
3150	можно	A7	можем	A12
3151	адекватно	A7	качественно	A12
3152	предпринять	A7	выполнить	A12
3153	портал	A7	проект	A12
3154	строительстве	A7	строительства	A12
3155	руководствуясь	A7	сообразно	A12
3156	нескольким	A7	всем	A12
3157	государственным	A7	европейским	A12
3158	рекомендациям	A7	стандартам	A12
3159	качеств	A7	качества	A12
3160	утверждается	A7	основывается	A12
3161	межправительственных	A7	партнерских	A12
3162	соглашениях	A7	отношениях	A12
3163	активами	A7	компаниями	A12
3164	представителями	A7	лидерами	A12
3165	областей	A7	области	A12
3166	позволит	A7	позволяет	A12
3167	мне	A7	нам	A12
3168	одних	A7	своих	A12
3169	аналитические	A7	качественные	A12
3170	строительстве	A7	строительные	A12
3171	написан	A16	выполнен	A12
3172	понятный	A16	удобный	A12
3173	необходимо	A16	позволяет	A12
3174	учебник	A16	гриф	A12
3175	определенных	A16	разных	A12
3176	длина	A16	составляет	A12
3177	шириной	A16	мм	A12
3178	ширину	A16	диаметр	A12
3179	сантиметров	A16	диаметр	A12
3180	шириной	A16	мм	A12
3181	Длиной	A16	Длина	A12
3182	разделе	A16	см	A12
3183	Веса	A16	Вес	A12
3184	веса	A16	кг	A12
3185	сборнике	A11	рассказов	A17
3186	рассказ	A11	сюжет	A17
3187	человеческого	A11	человечества	A17
3188	называемое	A11	образовалось	A17
3189	литературного	A11	литературных	A17
3190	начальник	A11	работник	A17
3191	размещать	A11	публиковать	A17
3192	оставили	A11	вывели	A17
3193	попросил	A11	решил	A17
3194	романа	A11	рассказа	A17
3195	грандиозные	A11	шедевры	A17
3196	Если	A11	Итак	A17
3197	режиссера	A11	фильм	A17
3198	видеозаписей	A11	просмотр	A17
3199	Исследователями	A12	Исследуется	A14
3200	резервирования	A12	распределения	A14
3201	конструкция	A12	форма	A14
3202	печатью	A12	штампа	A14
3203	играет	A12	роль	A14
3204	Правильном	A12	При	A14
3205	вооруженным	A12	сил	A14
3206	рассуждений	A12	моментов	A14
3207	способствует	A12	приводит	A14
3208	перераспределения	A12	распределение	A14
3209	необходимыми	A12	условиями	A14
3210	оптимального	A12	оптимизации	A14
3211	каждой	A12	две	A14
3212	энергично	A12	последовательно	A14
3213	Собственная	A12	Первая	A14
3214	резервирования	A12	распределения	A14
3215	теплового	A12	давления	A14
3216	плюс	A12	минимум	A14
3217	качество	A12	качества	A14
3218	Единственная	A12	Вторая	A14
3219	личному	A12	непосредственному	A14
3220	идеальной	A12	оптимальной	A14
3221	круглой	A12	формы	A14
3222	подложку	A12	штампа	A14
3223	создается	A12	реализуется	A14
3224	разделение	A12	распределение	A14
3225	нагрева	A12	давления	A14
3226	выяснение	A12	исследование	A14
3227	выполнения	A12	задачи	A14
3228	автоматизации	A12	оптимизации	A14
3229	произведено	A12	проведено	A14
3230	изделий	A12	штампов	A14
3231	разнообразны	A12	различной	A14
3232	разнообразны	A12	формы	A14
3233	качественном	A12	плане	A14
3234	добавлены	A12	приведены	A14
3235	денег	A7	средств	A12
3236	условии	A7	гарантия	A12
3237	плохо	A7	отлично	A12
3238	производства	A7	продукции	A12
3239	фирм	A7	производителей	A12
3240	достопримечательности	A1	туристы	A8
3241	желают	A1	отказываются	A8
3242	туристических	A1	поездок	A8
3243	видя	A1	несмотря	A8
3244	конфликт	A1	ситуацию	A8
3245	камбодже	A1	стране	A8
3246	говорил	A1	пишет	A8
3247	Маленькие	A1	Крупные	A8
3248	немецкие	A1	российские	A8
3249	Иран	A1	Египет	A8
3250	Думаю	A1	Если	A8
3251	таковые	A1	случаи	A8
3252	Конечно	A1	Это	A8
3253	думаю	A1	вполне	A8
3254	впрочем	A1	поскольку	A8
3255	такая	A1	ситуация	A8
3256	соотечественников	A1	россиян	A8
3257	года	A1	января	A8
3258	году	A1	года	A8
3259	Изменениях	A1	Об	A8
3260	сотрудник	A1	руководитель	A8
3261	службу	A1	службы	A8
3262	Василий	A1	Константин	A8
3263	операции	A1	ходе	A8
3264	конкретного	A1	такого	A8
3265	текста	A1	документа	A8
3266	заявляет	A1	пишет	A8
3267	ИНТЕРВЬЮ	A1	РБК	A8
3268	правительство	A1	агентство	A8
3269	Ираке	A1	Египте	A8
3270	отказать	A1	воздержаться	A8
3271	туристических	A1	поездок	A8
3272	границам	A1	пределы	A8
3273	и	A1	В	A8
3274	странах	A1	стране	A8
3275	года	A1	июня	A8
3276	негодования	A1	протеста	A8
3277	демократическому	A1	оппозиции	A8
3278	Изменениях	A1	Об	A8
3279	указывается	A1	сообщается	A8
3280	официальное	A1	официальном	A8
3281	учреждений	A1	ведомства	A8
3282	устроена	A1	закрыта	A8
3283	некоторое	A1	время	A8
3284	Хотя	A1	Однако	A8
3285	сначала	A7	А	A12
3286	комнате	A7	двери	A12
3287	устанавливаемый	A7	устанавливаются	A12
3288	Привело	A7	Благодаря	A12
3289	осуществляющие	A7	обеспечивают	A12
3290	изменении	A7	выборе	A12
3291	металлоконструкций	A7	алюминиевых	A12
3292	политическом	A7	современном	A12
3293	использующие	A7	используются	A12
3294	образовательная	A7	профессиональная	A12
3295	горячего	A7	пена	A12
3296	использована	A7	предназначенная	A12
3297	Становился	A7	Становится	A12
3298	Обладать	A7	Обладает	A12
3299	слабой	A7	отличной	A12
3300	металлов	A7	металлы	A12
3301	наполнителя	A7	пена	A12
3302	обусловленной	A7	характеризуется	A12
3303	СОВЕТСКОГО	A16	ОТЕЧЕСТВЕННОГО	A14
3304	АНТРОПОЛОГИИ	A16	КАВКАЗОВЕДЕНИЯ	A14
3305	крупнейшие	A16	основные	A14
3306	убеждения	A16	идеи	A14
3307	опубликованных	A16	работ	A14
3308	сделан	A16	сделаны	A14
3309	авторов	A16	исследователей	A14
3310	процитировать	A16	констатировать	A14
3311	насыщенность	A16	интенсивность	A14
3312	изысканий	A16	исследований	A14
3313	трудности	A16	проблемы	A14
3314	Уведомлении	A16	Об	A14
3315	публики	A16	интерес	A14
3316	политическому	A16	научному	A14
3317	человеческому	A16	осмыслению	A14
3318	замечательная	A16	работа	A14
3319	именно	A16	А	A14
3320	размер	A16	объем	A14
3321	Книге	A1	Книга	A17
3322	Вот	A11	Нас	A1
3323	предполагали	A11	посчитали	A1
3324	Студень	A11	Майдан	A1
3325	думы	A11	депутатов	A1
3326	ФЕДЕРАЛЬНОГО	A11	РФ	A1
3327	решительно	A11	протест	A1
3328	МИНОБОРОНЫ	A11	РФ	A1
3329	году	A16	декабре	A1
3330	ДИССЕРТАЦИОННОГО	A16	НИУ	A1
3331	АСПИРАНТОВ	A16	ВШЭ	A1
3332	своего	A16	нашего	A1
3333	консультант	A16	редактор	A1
3334	сайту	A16	интервью	A1
3335	Хотите	A16	Вы	A1
3336	Поскольку	A16	Не	A1
3337	экономической	A16	экономике	A1
3338	городские	A16	город	A1
3339	адекватно	A16	ситуацию	A1
3340	комментировать	A16	запретить	A1
3341	Председательством	A1	Сопредседатели	A8
3342	альбоме	A1	группы	A8
3343	поддержанию	A1	урегулированию	A8
3344	армянского	A1	карабахского	A8
3345	Турция	A1	Франция	A8
3346	Игоря	A1	Игорь	A8
3347	Иванов	A1	Попов	A8
3348	МИНЭКОНОМРАЗВИТИЯ	A1	РФ	A8
3349	Оливер	A1	Роберт	A8
3350	таблице	A1	регион	A8
3351	присутствовали	A1	выступили	A8
3352	отказались	A1	призвали	A8
3353	обамы	A1	президентов	A8
3354	Армянской	A1	Армении	A8
3355	узнает	A1	сообщает	A8
3356	рассказываю	A1	говорится	A8
3357	Исполнительного	A1	Председатель	A8
3358	Государственной	A1	Национальной	A8
3359	ограничению	A1	регулированию	A8
3360	Виталий	A1	Сергей	A8
3361	мае	A1	года	A8
3362	эффективности	A1	повышения	A8
3363	положениям	A1	принятым	A8
3364	названием	A1	ранее	A8
3365	марте	A1	апреле	A8
3366	постановление	A1	решением	A8
3367	утверждал	A1	заявил	A8
3368	телефонные	A1	телефонной	A8
3369	узнает	A1	сообщает	A8
3370	ведущий	A1	корреспондент	A8
3371	именно	A1	частности	A8
3372	налогообложения	A1	тарифов	A8
3373	Где	A1	Он	A8
3374	и	A1	также	A8
3375	успехи	A1	результаты	A14
3376	дискуссия	A1	обсуждение	A14
3377	опять	A1	А	A14
3378	петровича	A1	П	A14
3379	следующем	A1	В	A14
3380	гостехиздат	A1	Л	A14
3381	экологической	A1	биологической	A14
3382	изменяется	A1	достигается	A14
3383	имеет	A1	имеющего	A14
3384	подтверждается	A1	показано	A14
3385	сделанной	A1	полученной	A14
3386	гонке	A1	формуле	A14
3387	растений	A1	видовой	A14
3388	основным	A1	определяющим	A14
3389	разумеется	A1	Т	A14
3390	бригады	A1	звена	A14
3391	популярные	A1	классические	A14
3392	доктрины	A1	концепции	A14
3393	Подтверждается	A1	Доказано	A14
3394	определенный	A1	рассматриваемый	A14
3395	экстремального	A1	экстремальный	A14
3396	необходимого	A1	минимального	A14
3397	недопущения	A1	минимизации	A14
3398	сайтом	A1	ресурса	A14
3399	запрещении	A1	ограничении	A14
3400	лукашенко	A1	президентского	A8
3401	выявлены	A1	обнаружены	A8
3402	сохранились	A1	следы	A8
3403	веществ	A1	взрывчатых	A8
3404	Информировании	A1	Об	A8
3405	заверил	A1	сообщил	A8
3406	заранее	A1	специально	A8
3407	командовал	A1	полковник	A8
3408	Неоднократно	A1	Ранее	A8
3409	газет	A1	газета	A8
3410	опубликовала	A1	сообщила	A8
3411	авиасалон	A1	самолета	A8
3412	Приложение	A1	Издание	A8
3413	многих	A1	частности	A8
3414	представленный	A1	представили	A8
3415	путина	A1	президента	A8
3416	поражения	A1	потерпел	A8
3417	года	A1	апреля	A8
3418	генеральный	A1	президент	A8
3419	Нужно	A17	Рекомендуем	A12
3420	последнем	A11	В	A17
3421	этические	A11	политические	A17
3422	ставших	A11	стали	A17
3423	учесть	A11	отметить	A17
3424	документальный	A11	фильм	A17
3425	Наверное	A11	Вроде	A17
3426	излишне	A11	особо	A17
3427	кажется	A11	смотрится	A17
3428	запросто	A11	легко	A17
3429	включили	A11	состав	A17
3430	то	A11	просто	A17
3431	Отсутствии	A11	При	A17
3432	последних	A11	двух	A17
3433	вечером	A11	часов	A17
3434	ужасно	A11	смотрится	A17
3435	году	A11	В	A17
3436	восторг	A11	поклонников	A17
3437	рока	A11	жанра	A17
3438	режиссера	A11	фильм	A17
3439	работающих	A7	работает	A12
3440	кгц	A7	диапазоне	A12
3441	необходимо	A7	позволяет	A12
3442	лучших	A7	самых	A12
3443	учебников	A7	работ	A12
3444	приговора	A7	исполнение	A12
3445	полка	A7	корпуса	A12
3446	позволяющей	A7	позволяет	A12
3447	плотно	A7	надежно	A12
3448	наружные	A7	внутренние	A12
3449	элементов	A7	элементы	A12
3450	схемы	A7	конструкции	A12
3451	облако	A7	пыли	A12
3452	воздуха	A7	влаги	A12
3453	Названием	A7	Таким	A12
3454	компьютер	A7	аппарат	A12
3455	отличные	A7	отлично	A12
3456	нравится	A7	подходит	A12
3457	задач	A7	сложных	A12
3458	технологических	A7	промышленных	A12
3459	Способствовать	A7	Благодаря	A12
3460	внутреннему	A7	высокому	A12
3461	замедления	A7	хода	A12
3462	полном	A7	В	A12
3463	компьютер	A7	аппарат	A12
3464	третьим	A7	самым	A12
3465	оценкам	A7	разным	A12
3466	Компьютер	A7	Аппарат	A12
3467	если	A7	любой	A12
3468	ограниченность	A7	разнообразие	A12
3469	необходимо	A7	позволяет	A12
3470	последним	A7	крупным	A12
3471	явлениям	A7	элементам	A12
3472	промежуточной	A7	предварительной	A12
3473	загрязненных	A7	очистки	A12
3474	Переменной	A7	Функция	A12
3475	необходимо	A7	позволят	A12
3476	выдавать	A7	получать	A12
3477	сотрудничеству	A7	работе	A12
3478	подходящий	A7	идеальный	A12
3479	конец	A7	конце	A12
3480	Нужный	A7	Данный	A12
3481	интерфейс	A7	режим	A12
3482	журналисты	A7	специалисты	A12
3483	запчасти	A7	оборудование	A12
3484	активистов	A7	лидеров	A12
3485	промышленного	A7	производства	A12
3486	Купила	A7	Компания	A12
3487	НИИ	A7	НТК	A12
3488	потеряла	A7	вывела	A12
3489	товаров	A7	рынок	A12
3490	рекламе	A7	бренд	A12
3491	благополучно	A7	успешно	A12
3492	представленность	A7	представленная	A12
3493	Африки	A7	Северной	A12
3494	обращались	A7	сталкивались	A12
3495	недостаточным	A7	необходимостью	A12
3496	наладить	A7	организовать	A12
3497	обоснованным	A7	приемлемым	A12
3498	знаю	A7	точно	A12
3499	месяцев	A7	срок	A12
3500	прочного	A7	надежного	A12
3501	поставку	A7	поставщика	A12
3502	тридцатый	A7	первый	A12
3503	листьев	A16	растения	A12
3504	Полковник	A1	Губернатор	A8
3505	возвращает	A1	проверяет	A8
3506	правительстве	A1	министров	A8
3507	Виталий	A1	Владимир	A8
3508	законодательного	A1	депутаты	A8
3509	спросил	A1	сказал	A8
3510	Организатор	A8	Ведущий	A12
3511	канаде	A8	странах	A12
3512	автомобилей	A8	моделей	A12
3513	ОАО	A8	МТС	A12
3514	энтропийный	A8	функционал	A12
3515	аттракционы	A8	развлечений	A12
3516	аппаратную	A8	линейку	A12
3517	ресторанах	A8	салонах	A12
3518	длинная	A8	широкая	A12
3519	модификация	A8	линейка	A12
3520	российским	A8	нашим	A12
3521	модификация	A8	модель	A12
3522	ЭЛЕКТРОСВЯЗИ	A8	МТС	A12
3523	мультимедийные	A8	новинки	A12
3524	компанией	A8	маркой	A12
3525	встроенной	A8	комплекте	A12
3526	удивительный	A8	стильный	A12
3527	Купила	A7	Компания	A12
3528	написала	A7	выпустила	A12
3529	налог	A7	фискальный	A12
3530	того	A7	который	A12
3531	счастлив	A7	радостью	A12
3532	оставляем	A7	представляем	A12
3533	обсуждению	A7	вниманию	A12
3534	моем	A7	нашем	A12
3535	способностью	A7	обладает	A12
3536	характеристик	A7	характеристиками	A12
3537	использовать	A7	применяться	A12
3538	оптимизации	A7	производительности	A12
3539	прочной	A7	надежной	A12
3540	обнаружилось	A7	У	A12
3541	концепцию	A7	модель	A12
3542	упоминалось	A16	сказано	A1
3543	ждали	A16	ждут	A1
3544	необходимости	A16	возможности	A1
3545	будете	A16	будем	A1
3546	возраст	A16	лет	A1
3547	меняться	A16	измениться	A1
3548	удобный	A16	важный	A1
3549	году	A16	В	A1
3550	приключений	A16	поисках	A1
3551	примирения	A16	единства	A1
3552	продолжат	A16	будут	A1
3553	дополнения	A16	изменения	A1
3554	грузоподъемность	A16	подъема	A1
3555	Купила	A17	Компания	A12
3556	профессий	A17	профессиональных	A12
