	new word	new_genre	old word	old_genre
1702	conserving	A8	conservation	A1
1703	pets	A8	animal	A1
1704	infringe	A8	rights	A1
1705	advocates	A8	activists	A1
1706	victims	A4	victim	A22
1707	seem	A4	look	A22
1708	ascent	A4	ascended	A22
1709	disgusting	A4	unpleasant	A22
1710	dreamed	A4	dream	A22
1711	Choice	A4	Alternative	A22
1712	strangled	A4	suffocated	A22
1713	position	A4	positions	A22
1714	sold	A4	sale	A22
1715	muscular	A4	muscle	A22
1716	property	A4	estate	A22
1717	Stories	A1	Story	A11
1718	has	A1	had	A11
1719	utilize	A12	using	A14
1720	techniques	A12	methods	A14
1721	Doctor	A12	Dr	A14
1722	Performative	A12	Abstract	A14
1723	proceeded	A11	began	A4
1724	asking	A11	asked	A4
1725	Admiral	A11	Captain	A4
1726	saying	A11	said	A4
1727	Know	A11	Do	A4
1728	believe	A11	think	A4
1729	has	A11	have	A4
1730	asking	A11	ask	A4
1731	crying	A11	cries	A4
1732	idiom	A11	lingo	A4
1733	execrations	A11	oaths	A4
1734	until	A11	till	A4
1735	watching	A11	seeing	A4
1736	crying	A11	tears	A4
1737	similar	A11	like	A4
1738	think	A11	see	A4
1739	coastline	A11	shore	A4
1740	Carmichael	A11	Sprott	A4
1741	disinterestedly	A11	honest	A4
1742	traders	A11	merchant	A4
1743	asserts	A11	says	A4
1744	willing	A11	wishing	A4
1745	appreciate	A11	thank	A4
1746	bravery	A11	brave	A4
1747	believe	A11	think	A4
1748	House	A8	Home	A17
1749	Got	A8	Get	A17
1750	Blog	A8	Engadget	A17
1751	User	A8	Users	A17
1752	Youtube	A8	Google	A17
1753	competition	A8	competitor	A17
1754	obviously	A8	really	A17
1755	mashed	A8	baked	A17
1756	primarily	A8	largely	A17
1757	unwarranted	A8	unnecessary	A17
1758	Yahoo	A8	Google	A17
1759	Undoubtedly	A8	Indeed	A17
1760	featuring	A8	features	A17
1761	retailers	A8	stores	A17
1762	consolidated	A8	combined	A17
1763	create	A8	make	A17
1764	pertinent	A8	useful	A17
1765	manufacture	A8	product	A17
1766	theory	A8	notion	A17
1767	personalize	A8	personal	A17
1768	Youtube	A8	Google	A17
1769	Scorers	A8	Score	A17
1770	Satisfactory	A8	Good	A17
1771	Good	A8	Excellent	A17
1772	Pivotal	A8	Key	A17
1773	Deputy	A8	Assistant	A17
1774	assesses	A8	quality	A17
1775	thrive	A8	growing	A4
1776	have	A8	be	A4
1777	excellent	A8	fine	A4
1778	running	A8	run	A4
1779	allendale	A8	bend	A4
1780	asking	A8	ask	A4
1781	coming	A8	come	A4
1782	has	A8	have	A4
1783	identified	A8	found	A4
1784	inexplicable	A8	strange	A4
1785	remind	A8	tell	A4
1786	excellent	A8	good	A4
1787	food	A8	eat	A4
1788	cheerful	A8	jolly	A4
1789	exclaimed	A8	laughed	A4
1790	enthusiastically	A8	heartily	A4
1791	remarked	A8	felt	A4
1792	kids	A8	boy	A4
1793	makes	A8	does	A4
1794	supermarket	A8	grocery	A4
1795	purchase	A8	buy	A4
1796	fermented	A8	yeast	A4
1797	joke	A8	laugh	A4
1798	ways	A8	way	A4
1799	jumped	A8	crawled	A4
1800	out	A8	away	A4
1801	listened	A8	heard	A4
1802	dies	A8	dying	A4
1803	out	A8	away	A4
1804	equidistant	A8	distance	A4
1805	Cambodian	A8	Keo	A4
1806	Havana	A8	Cuba	A1
1807	Nation	A8	Nations	A1
1808	resolved	A8	addressed	A1
1809	Havana	A8	Cuba	A1
1810	agencies	A8	authorities	A1
1811	regionally	A8	country	A1
1812	advancements	A8	developments	A1
1813	ought	A8	should	A1
1814	have	A8	be	A1
1815	happy	A8	grateful	A1
1816	has	A8	have	A1
1817	annexe	A8	annex	A1
1818	circulates	A8	circulated	A1
1819	documents	A8	document	A1
1820	Consul	A8	Ambassador	A1
1821	Havana	A8	Cuba	A1
1822	Peacebuilding	A8	Nations	A1
1823	September	A8	November	A1
1824	expected	A8	planned	A1
1825	raid	A8	attack	A1
1826	Chairperson	A8	President	A1
1827	outcome	A8	result	A1
1828	details	A8	information	A1
1829	Havana	A8	Cuba	A1
1830	planned	A8	plan	A1
1831	organising	A8	organized	A1
1832	Havana	A8	Cuban	A1
1833	America	A8	American	A1
1834	terror	A8	terrorist	A1
1835	Caudillo	A8	Carriles	A1
1836	today	A8	currently	A1
1837	detention	A8	custody	A1
1838	Panamanian	A8	Panama	A1
1839	Castro	A8	Carriles	A1
1840	responsibility	A8	responsible	A1
1841	blast	A8	explosion	A1
1842	flight	A8	aircraft	A1
1843	Caribbean	A8	Barbados	A1
1844	prompted	A8	resulted	A1
1845	assassination	A8	death	A1
1846	cybercrime	A8	terrorism	A1
1847	advertising	A1	ads	A7
1848	Mildred	A8	Ruth	A4
1849	Stephanie	A8	Naomi	A4
1850	Mildred	A8	Ruth	A4
1851	Both	A8	And	A4
1852	daughters	A8	married	A4
1853	Marjorie	A8	Ruth	A4
1854	Once	A8	When	A4
1855	LEVESON	A8	LORD	A4
1856	economies	A7	economy	A1
1857	improvement	A7	improve	A1
1858	Afterwards	A7	After	A1
1859	economies	A7	economic	A1
1860	shine	A7	glimmer	A1
1861	begin	A7	starting	A1
1862	Instead	A7	Rather	A1
1863	necron	A7	doom	A1
1864	economies	A7	economic	A1
1865	huffington	A7	news	A1
1866	restarting	A7	starting	A1
1867	luminous	A7	brighter	A1
1868	policymaking	A7	economic	A1
1869	numerous	A7	many	A1
1870	leadership	A7	leaders	A1
1871	seeing	A7	looking	A1
1872	firms	A7	companies	A1
1873	economies	A7	economic	A1
1874	leadership	A7	leaders	A1
1875	afford	A7	offer	A1
1876	viewpoint	A7	view	A1
1877	bequests	A16	donation	A12
1878	unbelievable	A16	amazing	A12
1879	gifts	A16	gift	A12
1880	Ephemeris	A14	Astronomy	A16
1881	ephemeris	A14	astronomy	A16
1882	Beamlines	A14	Laser	A16
1883	England	A8	Britain	A1
1884	pastime	A8	hobby	A4
1885	payment	A8	paying	A4
1886	interest	A8	attention	A4
1887	earlier	A8	early	A4
1888	moved	A8	went	A4
1889	rivers	A8	river	A4
1890	typically	A8	usual	A4
1891	That	A8	It	A4
1892	coming	A8	came	A4
1893	moved	A8	went	A4
1894	rooms	A8	bedroom	A4
1895	Whatever	A8	What	A4
1896	meteorological	A8	weather	A4
1897	ridiculous	A8	idiot	A4
1898	Fail	A12	Failing	A14
1899	Intermolecular	A16	Molecular	A14
1900	Glial	A16	Cellular	A14
1901	qualitatively	A16	mechanisms	A14
1902	Extracellular	A16	Angiogenesis	A14
1903	necrosis	A16	calcification	A14
1904	epidemiological	A16	diseases	A14
1905	diabetes	A16	hypertension	A14
1906	prolapse	A16	vein	A14
1907	transplantation	A16	graft	A14
1908	interdisciplinary	A16	studies	A14
1909	be	A16	have	A14
1910	depicted	A16	shown	A14
1911	tough	A16	strong	A14
1912	society	A16	association	A14
1913	venous	A16	vascular	A14
1914	detrimental	A16	adverse	A14
1915	event	A16	events	A14
1916	slight	A16	little	A14
1917	famous	A16	known	A14
1918	mining	A16	mineral	A14
1919	cruisers	A16	vessels	A14
1920	controlling	A16	controlled	A14
1921	Ourselves	A16	We	A14
1922	be	A16	have	A14
1923	observed	A16	shown	A14
1924	cardiovascular	A16	vascular	A14
1925	has	A16	have	A14
1926	possible	A16	potential	A14
1927	delineate	A16	differentiate	A14
1928	Ourselves	A16	We	A14
1929	be	A16	have	A14
1930	appear	A16	shown	A14
1931	follicular	A16	cells	A14
1932	calcification	A16	calcified	A14
1933	orthonormal	A16	matrix	A14
1934	seen	A16	found	A14
1935	nodule	A16	calcified	A14
1936	noting	A16	suggesting	A14
1937	mediation	A16	mediate	A14
1938	cardiovascular	A16	vascular	A14
1939	Ourselves	A16	We	A14
1940	demonstrable	A16	demonstrated	A14
1941	multitude	A16	several	A14
1942	histone	A16	genes	A14
1943	involvement	A16	implicated	A14
1944	recently	A16	newly	A14
1945	Foothills	A17	Mountain	A12
1946	teams	A17	team	A12
1947	gnutella	A17	client	A12
1948	Mountaintop	A17	Mountain	A12
1949	middleware	A17	client	A12
1950	corporation	A17	company	A12
1951	Sourced	A1	Article	A9
1952	founded	A1	established	A9
1953	must	A1	shall	A9
1954	delimitation	A1	constituted	A9
1955	must	A1	shall	A9
1956	conform	A1	accordance	A9
1957	legislation	A1	provisions	A9
1958	today	A1	present	A9
1959	Provisions	A1	Statute	A9
1960	APPENDICES	A1	CHAPTER	A9
1961	ORGANIZATIONS	A1	ORGANIZATION	A9
1962	THE	A1	OF	A9
1963	IT	A1	THE	A9
1964	JUSTICES	A1	COURT	A9
1965	Sourced	A1	Article	A9
1966	must	A1	shall	A9
1967	consists	A1	composed	A9
1968	independently	A1	independent	A9
1969	justices	A1	judges	A9
1970	election	A1	elected	A9
1971	whatever	A1	regardless	A9
1972	citizens	A1	persons	A9
1973	higher	A1	high	A9
1974	morality	A1	moral	A9
1975	certification	A1	qualifications	A9
1976	needed	A1	required	A9
1977	different	A1	respective	A9
1978	higher	A1	highest	A9
1979	court	A1	judicial	A9
1980	office	A1	offices	A9
1981	recognition	A1	recognized	A9
1982	aptitude	A1	competence	A9
1983	Sourced	A1	Article	A9
1984	It	A1	The	A9
1985	Justice	A1	Court	A9
1986	hereof	A1	shall	A9
1987	comprises	A1	consist	A9
1988	thirteen	A1	fifteen	A9
1989	federal	A1	state	A9
1990	In	A12	The	A17
1991	Arctic	A12	Polar	A17
1992	Portions	A12	Sections	A17
1993	tissues	A16	mesenchymal	A14
1994	producing	A16	produce	A14
1995	numerous	A16	various	A14
1996	other	A16	different	A14
1997	mucosa	A16	tissue	A14
1998	Even	A16	However	A14
1999	systems	A16	mechanisms	A14
2000	other	A16	different	A14
2001	incredibly	A16	very	A14
2002	appreciate	A16	understand	A14
2003	employing	A16	using	A14
2004	Dynamical	A16	Mathematical	A14
2005	analytical	A16	analyse	A14
2006	multifaceted	A16	complex	A14
2007	angiogenic	A16	mesenchymal	A14
2008	centralised	A16	system	A14
2009	suggestion	A16	propose	A14
2010	qualitative	A16	analyse	A14
2011	perivascular	A16	tissue	A14
2012	production	A16	produced	A14
2013	helped	A16	help	A14
2014	mathematically	A16	mathematical	A14
2015	conceptualization	A16	experimentation	A14
2016	certain	A16	particular	A14
2017	dynamical	A16	mathematical	A14
2018	genetic	A16	gene	A14
2019	expressiveness	A16	expression	A14
2020	underlie	A16	correlates	A14
2021	correlates	A16	activity	A14
2022	variously	A12	called	A1
2023	persona	A12	personality	A1
2024	educating	A12	education	A1
2025	pupils	A12	school	A1
2026	obnoxious	A12	ugly	A1
2027	mistake	A12	wrong	A1
2028	perceived	A12	perceive	A1
2029	career	A12	professional	A7
2030	everyone	A12	someone	A7
2031	preparation	A12	prepare	A7
2032	worse	A12	worst	A7
2033	foundational	A12	fundamentals	A7
2034	assistance	A12	help	A7
2035	come	A12	get	A7
2036	requires	A12	need	A7
2037	learning	A12	learn	A7
2038	instructors	A12	training	A7
2039	drills	A12	workouts	A7
2040	nutritional	A12	food	A7
2041	necessary	A12	need	A7
2042	meal	A12	eat	A7
2043	also	A12	well	A7
2044	distinct	A12	different	A7
2045	artwork	A12	art	A7
2046	Perpetrating	A12	Commit	A7
2047	rigorously	A12	rigorous	A7
2048	pilates	A12	workout	A7
2049	must	A12	should	A7
2050	tried	A12	try	A7
2051	know	A12	do	A7
2052	achieve	A12	reach	A7
2053	physique	A12	physical	A7
2054	conditionality	A12	condition	A7
2055	essential	A12	basic	A7
2056	technique	A12	techniques	A7
2057	Two	A12	Three	A7
2058	area	A12	areas	A7
2059	cores	A12	core	A7
2060	resilience	A12	strength	A7
2061	muscular	A12	muscle	A7
2062	Know	A12	Do	A7
2063	electrocardiographic	A12	cardio	A7
2064	battled	A12	fight	A7
2065	conditioned	A12	conditioning	A7
2066	necessary	A12	need	A7
2067	be	A12	have	A7
2068	superb	A12	excellent	A7
2069	rapid	A12	quick	A7
2070	energy	A12	power	A7
2071	crucial	A12	key	A7
2072	moments	A12	moment	A7
2073	fought	A12	fight	A7
2074	Tiredness	A12	Fatigued	A7
2075	hands	A12	hand	A7
2076	tending	A12	tend	A7
2077	falling	A12	drop	A7
2078	armed	A12	arms	A7
2079	leaving	A12	leave	A7
2080	knocked	A12	hit	A7
2081	scorers	A12	points	A7
2082	exposures	A12	exposed	A7
2083	failure	A12	fail	A7
2084	sustain	A12	maintain	A7
2085	fierce	A12	strong	A7
2086	battle	A12	fight	A7
2087	j	A22	L	A1
2088	theory	A22	theorist	A1
2089	popularized	A22	famously	A1
2090	declare	A22	proclaimed	A1
2091	terminated	A22	end	A1
2092	ending	A22	end	A1
2093	historical	A22	history	A1
2094	democratic	A22	democracy	A1
2095	competitions	A22	competing	A1
2096	beliefs	A22	ideologies	A1
2097	beings	A22	humanity	A1
2098	modernity	A22	globalized	A1
2099	association	A22	society	A1
2100	move	A22	moving	A1
2101	computation	A22	deterministic	A1
2102	music	A22	concert	A1
2103	liberalization	A22	prosperity	A1
2104	decidedly	A22	profoundly	A1
2105	contended	A22	challenged	A1
2106	August	A22	September	A1
2107	incursion	A22	attacks	A1
2108	following	A22	subsequent	A1
2109	wwii	A22	war	A1
2110	cybercrime	A22	terrorism	A1
2111	sourceforge	A22	open	A1
2112	tactical	A22	warfare	A1
2113	does	A22	did	A1
2114	becoming	A22	become	A1
2115	gradually	A22	increasingly	A1
2116	commonest	A22	rare	A1
2117	habitats	A22	environment	A1
2118	Rather	A22	Instead	A1
2119	deterrence	A22	terrorism	A1
2120	azeris	A22	ethnic	A1
2121	geonosis	A22	wars	A1
2122	specialty	A22	special	A1
2123	combat	A22	warfare	A1
2124	rapporteurs	A22	nations	A1
2125	mean	A22	means	A1
2126	estimations	A22	accounted	A1
2127	consignments	A22	bulk	A1
2128	violent	A22	violence	A1
2129	profoundly	A22	greatly	A1
2130	reductions	A22	reduced	A1
2131	murder	A22	death	A1
2132	clashes	A22	conflict	A1
2133	azeris	A22	ethnic	A1
2134	That	A7	It	A16
2135	evolving	A7	evolution	A16
2136	have	A7	has	A16
2137	Away	A7	Out	A16
2138	rarely	A7	generally	A16
2139	proud	A8	proudly	A12
2140	Grades	A8	Class	A12
2141	Besides	A8	Also	A12
2142	viewable	A8	available	A12
2143	Replenishment	A8	Class	A12
2144	clicked	A8	click	A12
2145	Statesmanship	A8	Diplomacy	A1
2146	Prosecutorial	A8	Defense	A1
2147	Senator	A8	Democrat	A1
2148	Neurologic	A22	Cerebral	A11
2149	Hey	A22	Hello	A11
2150	naming	A22	name	A11
2151	Jessica	A22	Ashley	A11
2152	Which	A22	That	A11
2153	concerns	A22	problem	A11
2154	caught	A22	catch	A11
2155	supplementary	A22	extra	A11
2156	surely	A22	really	A11
2157	straightforward	A22	easy	A11
2158	potable	A22	drinking	A11
2159	too	A22	so	A11
2160	individuals	A22	people	A11
2161	realize	A22	understand	A11
2162	education	A22	school	A11
2163	already	A22	since	A11
2164	utilizes	A22	use	A11
2165	paralympics	A22	wheelchair	A11
2166	operation	A22	operations	A11
2167	loved	A22	love	A11
2168	loved	A22	love	A11
2169	contest	A22	contests	A11
2170	much	A22	lot	A11
2171	buddies	A22	friends	A11
2172	involvement	A22	involved	A11
2173	conglomerates	A22	group	A11
2174	scouting	A22	scouts	A11
2175	Mps	A11	Parliament	A1
2176	crucial	A22	leading	A12
2177	Financing	A22	Financial	A12
2178	Telephony	A22	Services	A12
2179	stakeholder	A22	sector	A12
2180	speech	A22	speaking	A12
2181	Study	A22	Research	A12
2182	Obligations	A22	Responsibilities	A12
2183	Watch	A22	Monitor	A12
2184	newspaper	A22	daily	A12
2185	corporation	A22	company	A12
2186	Impressive	A22	Excellent	A12
2187	Robustness	A22	Flexibility	A12
2188	Skill	A22	Fluency	A12
2189	Berlin	A22	German	A12
2190	Reseller	A22	Customer	A12
2191	Discontinuance	A22	Service	A12
2192	oem	A22	package	A12
2193	admirable	A22	excellent	A12
2194	forwarded	A22	send	A12
2195	urgent	A22	immediate	A12
2196	considering	A22	consideration	A12
2197	looked	A22	noticed	A12
2198	assistance	A22	support	A12
2199	Books	A22	Book	A12
2200	working	A22	work	A12
2201	ticket	A22	booking	A12
2202	possibility	A22	possible	A12
2203	using	A22	use	A12
2204	Books	A22	Book	A12
2205	comparison	A22	compare	A12
2206	site	A22	sites	A12
2207	accessible	A22	access	A12
2208	Tavern	A22	Hotel	A12
2209	partners	A22	partner	A12
2210	Got	A22	Getting	A12
2211	info	A22	information	A12
2212	Presume	A22	See	A12
2213	Most	A22	More	A12
2214	fee	A22	fees	A12
2215	Amorim	A22	Martins	A12
2216	petroleum	A22	oils	A12
2217	favorite	A22	favourite	A12
2218	producing	A22	producers	A12
2219	Supplementary	A22	Extra	A12
2220	gas	A22	oil	A12
2221	favorite	A22	favourite	A12
2222	producing	A22	producers	A12
2223	Countless	A22	Many	A12
2224	chenin	A22	wine	A12
2225	producing	A22	producers	A12
2226	develop	A22	produce	A12
2227	awesome	A22	fantastic	A12
2228	longer	A22	long	A12
2229	traditional	A22	tradition	A12
2230	European	A22	Europe	A12
2231	partnering	A22	alongside	A12
2232	grape	A22	grapes	A12
2233	wonderful	A22	great	A12
2234	pick	A22	selection	A12
2235	few	A22	some	A12
2236	pretty	A22	very	A12
2237	producing	A22	producers	A12
2238	favorite	A22	favourite	A12
2239	Australia	A22	Australian	A12
2240	tenanted	A22	estates	A12
2241	let	A22	give	A12
2242	decent	A22	good	A12
2243	gasoline	A22	oil	A12
2244	stratocaster	A22	vintage	A12
2245	It	A22	The	A12
2246	tasty	A22	flavour	A12
2247	ny	A22	new	A12
2248	gas	A22	oil	A12
2249	petroleum	A22	oils	A12
2250	internet	A22	online	A12
2251	usa	A22	us	A12
2252	Agendas	A8	Agenda	A1
2253	Tanzania	A8	Africa	A1
2254	although	A8	still	A1
2255	international	A8	world	A1
2256	concerns	A8	problems	A1
2257	Malawi	A8	Africa	A1
2258	Congolese	A8	African	A1
2259	been	A8	had	A1
2260	able	A8	unable	A1
2261	disadvantaged	A8	poverty	A1
2262	hardback	A17	illustrated	A12
2263	color	A17	colour	A12
2264	map	A17	maps	A12
2265	taken	A17	take	A12
2266	nations	A17	countries	A12
2267	shows	A17	show	A12
2268	place	A17	places	A12
2269	intriguing	A17	appealing	A12
2270	tributaries	A12	river	A16
2271	Defined	A1	Definitions	A16
2272	Rhinoplasty	A7	Cosmetic	A12
2273	Treated	A7	Treatment	A12
2274	Forefoot	A7	Braces	A12
2275	process	A7	procedures	A12
2276	treated	A7	treatment	A12
2277	eat	A7	eating	A12
2278	residents	A7	people	A12
2279	attractive	A7	beautiful	A12
2280	That	A7	This	A12
2281	ny	A7	new	A12
2282	huge	A7	great	A12
2283	create	A7	created	A12
2284	reading	A12	read	A9
2285	comment	A12	note	A9
2286	terminology	A12	terms	A9
2287	Ourselves	A12	We	A9
2288	utilization	A12	use	A9
2289	repurchase	A12	purchase	A9
2290	paying	A12	payment	A9
2291	Ourselves	A12	We	A9
2292	salary	A12	pay	A9
2293	Ones	A12	These	A9
2294	situations	A12	conditions	A9
2295	wants	A12	will	A9
2296	applies	A12	apply	A9
2297	Societies	A12	Society	A9
2298	Whatsoever	A12	Any	A9
2299	interchangeably	A12	terms	A9
2300	CONSTITUTING	A12	OF	A9
2301	CONSTITUTING	A12	OF	A9
2302	Either	A12	Any	A9
2303	term	A12	terms	A9
2304	hereof	A12	shall	A9
2305	replicas	A12	replica	A22
2306	paying	A12	pay	A22
2307	donating	A12	gift	A22
2308	exercisable	A12	exercise	A22
2309	probably	A12	might	A22
2310	shift	A12	change	A22
2311	thermodynamic	A12	kinetic	A22
2312	especially	A12	particular	A22
2313	very	A12	quite	A22
2314	puzzling	A12	confusing	A22
2315	other	A12	different	A22
2316	bringing	A12	making	A22
2317	region	A12	area	A22
2318	techniques	A12	method	A22
2319	bilateral	A12	joint	A22
2320	gadgets	A12	gadget	A22
2321	choice	A12	selected	A22
2322	tonal	A12	intonation	A22
2323	award	A12	prize	A22
2324	TERMINOLOGY	A12	TERMS	A9
2325	UTILIZE	A12	USE	A9
2326	rigorously	A12	strictly	A9
2327	topic	A12	subject	A9
2328	sited	A12	site	A9
2329	owning	A12	owned	A9
2330	Staffordshire	A12	England	A9
2331	logged	A12	registered	A9
2332	Either	A12	Any	A9
2333	letter	A12	correspondence	A9
2334	website	A12	site	A9
2335	have	A12	be	A9
2336	cranfield	A12	uk	A9
2337	Infringing	A12	Copyright	A9
2338	krms	A12	licensed	A9
2339	portion	A12	part	A9
2340	webpage	A12	site	A9
2341	have	A12	be	A9
2342	facsimiles	A12	reproduced	A9
2343	wrote	A12	written	A9
2344	acquiescence	A12	consent	A9
2345	employ	A12	use	A9
2346	Appropriately	A12	Accordingly	A9
2347	Sited	A12	Site	A9
2348	killed	A4	died	A8
2349	majorities	A4	landslide	A8
2350	have	A4	has	A8
2351	telling	A4	told	A8
2352	Judge	A4	Court	A8
2353	stated	A4	said	A8
2354	Guarantees	A22	Ensure	A7
2355	csearch	A22	keywords	A7
2356	Focussing	A22	Focus	A7
2357	another	A22	A	A7
2358	want	A22	will	A7
2359	searching	A22	search	A7
2360	Suppose	A22	Consider	A7
2361	spectators	A22	audience	A7
2362	interchangeably	A22	terms	A7
2363	locate	A22	searching	A7
2364	Including	A22	Include	A7
2365	forested	A22	area	A7
2366	instance	A22	example	A7
2367	regex	A22	keyword	A7
2368	webpages	A22	site	A7
2369	Igoogle	A22	Search	A7
2370	powertrain	A22	engines	A7
2371	wants	A22	will	A7
2372	modok	A22	spider	A7
2373	So	A22	Unless	A7
2374	be	A22	have	A7
2375	colloquially	A22	known	A7
2376	renowned	A17	known	A11
2377	burning	A17	fire	A11
2378	clarinet	A17	pianist	A11
2379	Ourselves	A17	We	A11
2380	stuff	A17	thing	A11
2381	accomplish	A17	make	A11
2382	If	A17	So	A11
2383	plays	A17	play	A11
2384	incredibly	A17	very	A11
2385	invariably	A17	always	A11
2386	Both	A17	And	A11
2387	definitely	A17	obviously	A11
2388	would	A17	did	A11
2389	Village	A12	Villagers	A8
2390	suppose	A12	think	A8
2391	is	A12	has	A8
2392	stolen	A12	stealing	A8
2393	dawning	A12	dawn	A8
2394	raided	A12	raids	A8
2395	Leaders	A12	Officials	A8
2396	bottles	A12	gallons	A8
2397	be	A12	have	A8
2398	route	A12	road	A8
2399	England	A12	Yorkshire	A8
2400	Potable	A12	Water	A8
2401	is	A12	has	A8
2402	initiated	A12	launched	A8
2403	enquiry	A12	investigation	A8
2404	complaints	A12	complained	A8
2405	constructively	A12	disruption	A8
2406	potable	A12	supplies	A8
2407	Pbc	A12	Nab	A8
2408	doubted	A12	believed	A8
2409	say	A12	says	A8
2410	unelected	A12	councillor	A8
2411	boss	A12	bosses	A8
2412	be	A12	have	A8
2413	Copyleft	A12	Licensing	A8
2414	Swindon	A12	Swansea	A8
2415	thinking	A12	thought	A8
2416	relate	A12	linked	A8
2417	problematic	A12	problem	A8
2418	another	A12	A	A8
2419	reiterated	A12	spokesman	A8
2420	Wensleydale	A12	Yorkshire	A8
2421	talked	A12	said	A8
2422	cleaning	A12	cleaners	A8
2423	obstructing	A12	disrupting	A8
2424	vicinity	A12	nearby	A8
2425	Brl	A12	Nab	A8
2426	examining	A12	investigations	A8
2427	minimise	A12	reducing	A8
2428	October	A12	December	A16
2429	Montreal	A12	Canadian	A16
2430	Her	A12	He	A16
2431	SVHC	A12	EHC	A16
2432	Austria	A12	Linz	A16
2433	Austria	A12	Austrian	A16
2434	Skating	A12	Hockey	A16
2435	Scorers	A12	League	A16
2436	SV	A12	EHC	A16
2437	Behandlung	A12	Deutsche	A16
2438	Messi	A12	Liga	A16
2439	Onto	A12	On	A16
2440	Austria	A12	Linz	A16
2441	Austria	A12	Austrian	A16
2442	Liga	A12	League	A16
2443	The	A12	At	A16
2444	Canada	A12	Canadian	A16
2445	ehc	A12	hockey	A16
2446	Redirects	A12	Wikipedia	A16
2447	persona	A12	personality	A1
2448	knowing	A22	knows	A12
2449	helped	A22	help	A12
2450	Ourselves	A22	Our	A12
2451	That	A22	This	A12
2452	consist	A22	includes	A12
2453	amplifying	A22	feedback	A12
2454	Nytimes	A12	Reuters	A8
2455	symposia	A12	international	A8
2456	multimedia	A12	media	A8
2457	organisations	A12	organisation	A8
2458	letting	A12	going	A8
2459	payments	A12	pay	A8
2460	supplementary	A12	extra	A8
2461	three	A12	two	A8
2462	pay	A12	salary	A8
2463	aged	A12	years	A8
2464	venture	A12	company	A8
2465	is	A12	has	A8
2466	captured	A12	taken	A8
2467	eliminates	A12	eliminate	A8
2468	elapsed	A12	last	A8
2469	olds	A12	year	A8
2470	Paywall	A12	Reuters	A8
2471	want	A12	will	A8
2472	refinancing	A12	investment	A8
2473	strategic	A12	strategy	A8
2474	Of	A12	The	A8
2475	dealt	A12	deal	A8
2476	both	A12	two	A8
2477	pay	A12	salary	A8
2478	Afp	A12	Reuters	A8
2479	apr	A12	closed	A8
2480	Already	A12	Since	A8
2481	enlistment	A12	recruits	A8
2482	firm	A12	company	A8
2483	be	A12	have	A8
2484	repurchase	A12	purchase	A8
2485	definition	A12	defined	A8
2486	clarifications	A22	regarding	A12
2487	Of	A22	The	A12
2488	In	A22	The	A12
2489	seeks	A22	aims	A12
2490	consist	A22	include	A12
2491	discontinuance	A22	service	A12
2492	pay	A22	payments	A12
2493	perpetration	A22	targeted	A12
2494	anger	A11	hatred	A1
2495	elicited	A11	responses	A1
2496	officers	A11	police	A1
2497	mp	A11	MPs	A1
2498	criminalisation	A11	policing	A1
2499	months	A1	week	A8
2500	Luminous	A17	Light	A12
2501	Tiled	A17	Tile	A12
2502	sensuousness	A17	sophistication	A12
2503	tiled	A17	tile	A12
2504	harmoniously	A17	seamlessly	A12
2505	emotion	A17	mood	A12
2506	sideboards	A17	tiles	A12
2507	recursively	A17	sequence	A12
2508	Of	A17	The	A12
2509	Luminous	A17	Light	A12
2510	apartments	A17	bedrooms	A12
2511	restaurant	A17	dining	A12
2512	firm	A17	company	A12
2513	cafeterias	A17	bars	A12
2514	biennale	A17	exhibition	A12
2515	sited	A17	stands	A12
2516	glow	A17	light	A12
2517	tiled	A17	tile	A12
2518	sideboards	A17	panels	A12
2519	sideboards	A17	panels	A12
2520	hardback	A16	book	A1
2521	perceptive	A16	thoughtful	A1
2522	defensive	A16	defence	A1
2523	significance	A16	importance	A1
2524	retained	A16	retaining	A1
2525	Protestant	A16	Christian	A1
2526	calamities	A16	evils	A1
2527	ladies	A16	women	A1
2528	consequence	A16	consequences	A1
2529	Gospel	A16	Christian	A1
2530	Of	A8	The	A9
2531	organisational	A8	membership	A9
2532	howsoever	A8	shall	A9
2533	It	A8	The	A9
2534	In	A8	The	A9
2535	individual	A8	each	A9
2536	It	A8	The	A9
2537	Irc	A8	Users	A9
2538	alternative	A8	alternate	A9
2539	It	A8	The	A9
2540	Librarians	A8	Library	A9
2541	Rollback	A8	Users	A9
2542	Misusers	A8	Users	A9
2543	have	A8	be	A9
2544	Constructively	A8	Users	A9
2545	individual	A8	each	A9
2546	Of	A8	The	A9
2547	Harvard	A8	University	A9
2548	It	A8	The	A9
2549	Constructively	A8	Users	A9
2550	Of	A8	The	A9
2551	Harvard	A8	University	A9
2552	It	A8	The	A9
2553	postgraduates	A8	student	A9
2554	must	A8	shall	A9
2555	have	A8	be	A9
2556	It	A22	The	A12
2557	Profits	A22	Benefit	A12
2558	Trays	A22	Tubs	A12
2559	incomes	A22	benefits	A12
2560	aches	A22	pain	A12
2561	psychologist	A22	therapist	A12
2562	toddlers	A22	kids	A12
2563	identified	A22	found	A12
2564	twitter	A22	blog	A12
2565	Fitzpatrick	A22	Cunningham	A12
2566	Tenant	A22	Owner	A12
2567	Warm	A22	Hot	A12
2568	Lockers	A22	Tubs	A12
2569	Psychosocial	A22	Physical	A12
